name,gender,age,likeable,creative,emotionally balanced,extrovert,no-coherence,narcissus,temperamental,reliable,fitness_trust,other_trust,follow,reasons,category
simeonpanda,Άντρας,28,1,1,2,2,5,2,3,2,2,2,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
iamyanetgarcia,Άντρας,28,3,4,4,5,4,2,1,3,4,2,Ναι,έχει ωραίο lifestyle,fitness_model
nastya_nass_,Άντρας,28,3,2,4,3,4,3,2,3,2,1,Όχι,έχει ωραίο lifestyle,dance
schwarzenegger,Άντρας,28,5,2,5,2,4,1,1,4,3,4,Ναι,αναρτά ενδιαφέρον περιεχόμενο,body_building
naturally.sassy,Γυναίκα,28,5,5,4,3,3,3,2,4,5,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,dance
theballerina,Γυναίκα,28,5,5,4,2,4,2,2,4,3,2,Ναι,έχει ωραίο lifestyle;αναρτά ενδιαφέρον περιεχόμενο,dance
jamessmithpt,Γυναίκα,22,3,4,4,3,2,2,2,4,3,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,body_building
jennyfrancis23,Γυναίκα,22,4,4,4,2,5,3,2,4,4,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
kylehanagami,Γυναίκα,28,4,3,3,4,5,2,2,4,2,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
katiecrewe,Γυναίκα,22,5,4,4,4,1,2,2,4,4,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,fitness_model
kayla_itsines,Γυναίκα,22,4,3,4,5,2,3,2,4,5,3,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
kelseywells,Γυναίκα,22,3,3,3,4,3,4,3,3,4,1,Όχι,έχει ωραίο σώμα,body_building
kimfrench87,Γυναίκα,22,2,3,3,2,2,4,3,3,3,2,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
kathryn_morgan,Γυναίκα,28,5,3,4,2,3,2,2,5,4,2,Ναι,αναρτά ενδιαφέρον περιεχόμενο,dance
colleenmwerner,Γυναίκα,28,5,3,4,5,4,1,2,4,2,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
jojogomezxo,Γυναίκα,28,3,3,3,1,2,2,2,3,1,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
markmeismer,Γυναίκα,28,3,4,3,1,2,2,2,5,5,2,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,dance
amandalacount,Γυναίκα,28,4,3,4,2,2,2,2,4,2,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
willdabeast__,Γυναίκα,28,3,2,2,4,5,1,3,3,1,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
amymarie,Γυναίκα,28,5,3,4,5,5,2,2,3,2,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
ian_eastwood,Γυναίκα,28,4,5,3,2,2,2,2,4,3,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
kimschlagfitness,Γυναίκα,22,3,3,3,2,2,1,2,4,3,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,body_building
laurabiceps,Γυναίκα,22,3,3,4,4,3,3,2,3,3,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,body_building
london_fitness_guy,Γυναίκα,22,5,3,4,4,3,3,2,3,4,2,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
marillewellyn,Γυναίκα,22,4,3,3,5,2,4,2,4,4,1,Ναι,έχει ωραίο lifestyle,nutrition
jadebug98,Γυναίκα,28,3,2,3,3,2,4,3,3,2,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
officialdavidhallberg,Γυναίκα,28,4,3,4,1,2,2,2,5,5,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,dance
daniil,Γυναίκα,28,4,4,4,1,1,2,2,5,5,2,Ναι,αναρτά ενδιαφέρον περιεχόμενο,dance
katieboren1,Γυναίκα,28,5,4,4,1,1,2,2,5,5,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;έχει ωραίο σώμα;έχει ωραίο lifestyle;αναρτά ενδιαφέρον περιεχόμενο,dance
dustinpoirier,Άντρας,23,5,5,4,4,2,2,4,5,4,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,athlete
cassiepearlt,Γυναίκα,28,4,4,4,1,2,2,2,4,4,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
ellena_fit,Γυναίκα,23,5,2,3,3,4,4,2,3,2,2,Όχι,έχει ωραίο σώμα,nutrition
jamesbwhiteside,Γυναίκα,28,4,4,3,3,3,4,2,4,4,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
markmeismer,Γυναίκα,29,3,2,3,3,2,3,2,2,2,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
Colleenmwerner,Γυναίκα,29,2,2,2,2,2,1,2,2,2,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
jjweeks_pilates,Γυναίκα,29,5,5,4,4,1,3,2,5,5,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,pilates
sianmarshallpilates,Γυναίκα,29,4,5,4,4,1,3,1,5,5,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,pilates
pilatesplaceyyc,Γυναίκα,29,5,5,4,4,2,2,2,5,5,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,pilates
Itscaitlinturner,Γυναίκα,29,4,4,3,3,3,2,2,4,4,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,yoga
naturally.sassy,Γυναίκα,29,3,3,3,3,2,2,2,3,3,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,dance
movewithnicole,Γυναίκα,29,4,4,4,2,2,4,3,4,3,2,Όχι,έχει ωραίο σώμα;έχει ωραίο lifestyle,yoga
junglejohanna,Γυναίκα,29,2,4,3,4,4,5,4,2,1,1,Όχι,έχει ωραίο lifestyle,yoga
kathryn_morgan,Γυναίκα,29,4,4,4,3,2,2,2,4,4,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,dance
melissawoodhealth,Γυναίκα,29,4,2,4,5,4,3,2,4,4,3,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,yoga
katieboren1,Γυναίκα,29,5,5,4,2,2,2,2,4,5,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,dance
lamise,Γυναίκα,29,5,5,4,4,2,2,1,4,4,4,Ναι,έχει ωραίο σώμα;έχει ωραίο lifestyle;αναρτά ενδιαφέρον περιεχόμενο,yoga
cassiepearlt,Γυναίκα,29,4,3,3,4,3,3,2,3,4,3,Ναι,έχει ωραίο σώμα;έχει ωραίο lifestyle,dance
kayla_itsines,Γυναίκα,33,5,4,4,4,1,3,1,4,5,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
katiecrewe,Γυναίκα,33,5,4,5,5,1,5,1,4,4,3,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,fitness_model
kelseywells,Γυναίκα,33,5,3,3,5,4,4,1,3,5,2,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
yoga_girl,Γυναίκα,24,5,5,5,5,3,1,1,3,3,2,Όχι,έχει ωραίο lifestyle,yoga
kimfrench87,Γυναίκα,33,4,4,3,5,3,5,3,5,5,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
kimschlagfitness,Γυναίκα,33,5,5,5,2,1,1,1,5,5,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,body_building
laurabiceps,Γυναίκα,33,5,5,3,5,5,5,1,3,3,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
london_fitness_guy,Γυναίκα,33,5,5,5,4,1,2,1,3,5,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
marillewellyn,Γυναίκα,33,2,3,2,5,5,5,3,2,2,1,Όχι,έχει ωραίο lifestyle,nutrition
massy.arias,Γυναίκα,33,4,4,3,5,3,3,1,3,5,1,Όχι,έχει ωραίο σώμα,body_building
max.lowery,Γυναίκα,33,5,5,5,4,1,1,1,5,3,4,Ναι,έχει ωραίο lifestyle;αναρτά ενδιαφέρον περιεχόμενο,body_building
Sian Marshall Pilates,Γυναίκα,29,3,3,3,2,2,2,3,3,3,3,Όχι,Δν θα το ακολουθουσα,pilates
Pilatesplaceyyc,Γυναίκα,29,3,4,3,3,1,3,3,4,4,3,Όχι,Δν θα το ακολουθουσα,pilates
kathryn_morgan,Γυναίκα,29,3,3,3,3,2,3,3,4,3,3,Όχι,Δεν με αφορά αυτο το περιεχομενο,dance
jojogomezxo,Γυναίκα,29,2,2,2,3,3,4,3,2,2,2,Όχι,έχει ωραίο lifestyle,dance
colleensaidman,Γυναίκα,29,2,2,2,3,4,3,3,2,2,2,Όχι,έχει ωραίο lifestyle,yoga
daniil,Γυναίκα,29,2,3,3,3,2,3,2,4,3,3,Όχι,έχει ωραίο lifestyle,dance
Jamesbwhiteside,Γυναίκα,29,3,3,2,2,3,3,2,2,2,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
Jadebug98,Γυναίκα,29,2,3,2,3,3,4,3,2,2,2,Όχι,έχει ωραίο lifestyle,dance
catmeffan,Γυναίκα,29,3,3,3,3,4,3,3,3,3,2,Ναι,αναρτά ενδιαφέρον περιεχόμενο,yoga
richtidmarsh,Άντρας,24,3,3,2,4,4,4,3,3,3,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,body_building
rossedgley,Άντρας,24,4,3,4,4,2,2,2,4,4,3,Ναι,έχει ωραίο lifestyle;αναρτά ενδιαφέρον περιεχόμενο,athlete
shona_vertue,Άντρας,24,4,4,4,4,4,2,2,4,4,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;έχει ωραίο σώμα;έχει ωραίο lifestyle;αναρτά ενδιαφέρον περιεχόμενο,yoga
susanniebergallfitness,Άντρας,24,1,2,1,2,3,2,4,2,2,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,body_building
syattfitness,Άντρας,24,4,4,4,3,3,2,3,4,4,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,nutrition
tallyrye,Άντρας,24,3,2,3,3,4,3,3,2,3,2,Όχι,έχει ωραίο lifestyle,nutrition
thedailykelsey,Άντρας,24,5,4,4,4,3,3,3,4,4,3,Ναι,έχει ωραίο σώμα,body_building
thesamplan,Άντρας,24,3,3,3,3,3,3,3,3,3,3,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,nutrition
trapyogabae,Άντρας,24,3,3,2,5,4,5,3,2,4,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,yoga
wellness_ed,Άντρας,24,4,4,3,4,3,3,3,4,4,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,fitness_model
andreitalevin,Γυναίκα,29,5,5,5,4,2,3,2,5,5,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,yoga
bohobeautifullife,Γυναίκα,29,3,4,3,4,4,3,2,3,3,2,Ναι,αναρτά ενδιαφέρον περιεχόμενο,yoga
dade2shelby,Γυναίκα,29,2,2,2,2,4,3,3,2,2,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,yoga
pmacfitness,Άντρας,27,4,3,4,3,4,3,2,4,3,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,nutrition
michelle_lewin,Άντρας,27,5,3,3,4,3,4,2,4,4,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;έχει ωραίο σώμα;έχει ωραίο lifestyle,body_building
ryan_spiteri,Άντρας,27,3,2,4,2,2,3,2,4,4,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
ainsley,Άντρας,27,4,2,3,4,3,5,2,3,2,1,Όχι,έχει ωραίο σώμα,nutrition
kaigreene,Γυναίκα,25,3,1,3,4,1,3,3,3,1,1,Όχι,:/ 🤢🤮,body_building
movewithnicole,Άντρας,27,4,2,3,3,1,5,2,2,2,1,Όχι,έχει ωραίο σώμα,yoga
jadebug98,Γυναίκα,24,3,4,4,3,3,3,2,3,4,2,Όχι,έχει ωραίο σώμα;αναρτά ενδιαφέρον περιεχόμενο,dance
junglejohanna,Άντρας,27,2,2,3,3,4,5,3,2,1,1,Όχι,έχει ωραίο σώμα,yoga
melissawoodhealth,Άντρας,27,4,3,4,4,4,3,2,3,3,2,Όχι,έχει ωραίο lifestyle;αναρτά ενδιαφέρον περιεχόμενο,yoga
ian_eastwood,Γυναίκα,24,4,4,3,2,1,1,2,3,4,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
dylanwerneryoga,Άντρας,27,4,4,4,3,2,2,2,4,4,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;έχει ωραίο lifestyle,yoga
lisahubbardpilates,Γυναίκα,24,3,3,4,2,2,2,2,4,4,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,pilates
ashleygalvinyoga,Άντρας,27,3,2,3,4,3,5,2,2,2,1,Όχι,έχει ωραίο σώμα,yoga
fluidformpilates,Γυναίκα,24,4,4,4,4,1,1,1,4,4,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;έχει ωραίο σώμα,pilates
jennyredfordpilates,Γυναίκα,24,4,3,4,4,1,1,1,3,3,2,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,pilates
wundabarpilates,Γυναίκα,24,3,3,3,3,2,2,2,4,4,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,pilates
amandaeliselee,Γυναίκα,28,2,1,3,5,3,5,3,2,2,1,Όχι,οχι οχι,fitness_model
sommerray,Γυναίκα,28,3,1,3,5,3,5,2,1,1,1,Όχι,έχει ωραίο σώμα,fitness_model
yarishna,Γυναίκα,24,3,3,2,2,2,4,3,3,2,2,Όχι,"για να βλεπω πως ΔΕΝ θα ηθελα να γινω, σε καμια περιπτωση",body_building
sergiconstance,Γυναίκα,28,1,3,2,2,4,5,4,2,1,1,Όχι,οχι οχι,body_building
flex_lewis,Γυναίκα,28,3,1,3,4,5,2,2,2,1,1,Όχι,οχι οχι,body_building
eva_andressa,Γυναίκα,28,1,1,2,4,3,5,3,3,1,1,Όχι,οχι οχι,body_building
jenselter,Γυναίκα,24,3,3,3,2,2,4,2,4,4,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;έχει ωραίο σώμα;αναρτά ενδιαφέρον περιεχόμενο,fitness_model
nastya_nass_,Γυναίκα,24,2,3,3,3,2,5,2,2,2,1,Όχι,έχει ωραίο σώμα,dance
hannaoeberg,Γυναίκα,28,4,3,4,3,4,3,2,4,3,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,fitness_model
iamyanetgarcia,Γυναίκα,24,3,3,3,4,3,4,2,3,3,3,Όχι,έχει ωραίο σώμα,fitness_model
hannahstocking,Γυναίκα,28,3,1,2,5,5,5,3,1,1,1,Όχι,έχει ωραίο σώμα,fitness_model
bradleymartyn,Γυναίκα,28,4,1,3,2,2,2,2,4,3,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
casssmartin,Γυναίκα,24,4,3,3,2,2,3,2,3,3,3,Όχι,έχει ωραίο σώμα,fitness_model
anllela_sagra,Γυναίκα,24,2,3,2,4,2,4,2,2,2,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,body_building
lazar_angelov_official,Γυναίκα,24,2,2,2,4,3,4,4,3,2,1,Όχι,έχει ωραίο lifestyle,body_building
juditmoreno22,Γυναίκα,24,3,2,3,3,2,4,2,3,2,2,Όχι,έχει ωραίο σώμα,fitness_model
sophiebrace_fit,Γυναίκα,28,4,3,4,2,2,2,2,5,4,2,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,fitness_model
c.t.ali.fletcher,Γυναίκα,28,4,1,3,3,5,2,3,2,1,1,Όχι,οχι οχι,body_building
kathryn_morgan,Γυναίκα,24,4,4,4,2,2,2,2,3,3,2,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,dance
pilatesplaceyyc,Άντρας,27,4,2,4,1,1,2,1,4,4,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,pilates
thebodycoach,Άντρας,28,4,4,5,2,5,1,1,5,5,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,nutrition
ellena_fit,Άντρας,28,4,4,3,4,4,4,1,4,5,1,Όχι,έχει ωραίο σώμα,nutrition
alexandrashappybody,Άντρας,28,2,3,3,1,5,1,1,5,4,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,nutrition
cartergood,Άντρας,24,3,4,4,2,1,1,4,5,5,3,Όχι,αναρτά ενδιαφέρον περιεχόμενο,nutrition
fitgurlmel,Άντρας,24,3,3,3,4,3,4,2,3,2,1,Όχι,έχει ωραίο σώμα,fitness_model
helms3dmj,Άντρας,24,3,5,4,2,1,1,2,5,4,4,Ναι,Profesional Researcher in the field of fitness,body_building
jamessmithpt,Άντρας,24,4,3,3,3,4,3,2,4,4,2,Όχι,έχει ωραίο σώμα,body_building
jennyfrancis23,Άντρας,23,3,3,4,2,1,2,2,4,3,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,body_building
katiecrewe,Άντρας,23,4,2,4,2,4,2,2,4,4,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,fitness_model
kayla_itsines,Άντρας,23,4,3,4,3,4,2,1,4,3,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,body_building
kelseywells,Άντρας,24,4,3,4,3,1,3,2,4,3,3,Ναι,έχει ωραίο σώμα;έχει ωραίο lifestyle,body_building
kimfrench87,Άντρας,23,3,3,4,2,2,3,1,4,3,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
kimschlagfitness,Άντρας,23,4,4,4,2,1,1,1,3,3,4,Όχι,αναρτά ενδιαφέρον περιεχόμενο,body_building
rahkigiovanni,Γυναίκα,23,3,2,1,2,1,5,3,3,2,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,fitness_model
laurabiceps,Άντρας,24,4,3,3,2,2,3,4,5,5,3,Ναι,αναρτά ενδιαφέρον περιεχόμενο,body_building
richtidmarsh,Γυναίκα,23,4,4,4,5,4,3,2,4,4,2,Όχι,έχει ωραίο lifestyle,body_building
rossedgley,Γυναίκα,23,5,5,3,4,3,4,3,3,3,3,Ναι,έχει ωραίο lifestyle,athlete
shona_vertue,Γυναίκα,23,4,4,5,3,4,2,2,4,4,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;έχει ωραίο σώμα,yoga
susanniebergallfitness,Γυναίκα,23,3,4,4,1,1,1,2,5,5,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
syattfitness,Γυναίκα,23,4,3,3,2,2,2,2,4,4,2,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,nutrition
tallyrye,Γυναίκα,23,3,4,4,4,2,3,2,4,4,3,Ναι,αναρτά ενδιαφέρον περιεχόμενο,nutrition
