name,gender,age,likeable,creative,emotionally balanced,extrovert,no-coherence,narcissus,temperamental,reliable,fitness_trust,other_trust,follow,reasons,category
thedailykelsey,Γυναίκα,23,5,4,4,2,2,4,2,5,5,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,body_building
thesamplan,Γυναίκα,23,5,5,4,4,2,3,2,4,5,2,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,nutrition
trapyogabae,Γυναίκα,23,4,4,4,2,2,2,2,4,5,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,yoga
Rahki Giovanni,Γυναίκα,23,2,4,2,5,3,5,5,3,3,2,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,fitness_model
Richtid Marsh,Γυναίκα,23,1,4,1,5,2,5,5,4,1,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
Ross edgley,Άντρας,23,1,3,1,5,4,5,5,1,3,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,athlete
shona_vertue,Άντρας,23,5,5,5,5,1,2,1,5,5,5,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,yoga
susanniebergallfitness,Άντρας,23,5,5,5,1,1,1,5,5,5,5,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,body_building
Syattfitness,Άντρας,23,1,1,1,5,5,5,5,1,1,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,nutrition
tallyrye,Άντρας,23,5,5,5,1,1,1,1,5,5,5,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,nutrition
The daily Kelsey,Άντρας,23,4,4,3,5,4,5,3,3,3,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
Thesamplan,Άντρας,23,4,5,4,5,3,4,3,3,2,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,nutrition
Trapyogabae,Άντρας,23,2,2,2,5,5,4,5,1,2,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,yoga
lucymountain,Άντρας,28,3,5,3,3,5,4,3,5,5,2,Όχι,έχει ωραίο σώμα;έχει ωραίο lifestyle;αναρτά ενδιαφέρον περιεχόμενο,nutrition
soheefit,Άντρας,28,4,4,4,5,3,4,3,3,4,1,Όχι,έχει ωραίο σώμα,nutrition
bdccarpenter,Άντρας,28,3,4,3,3,4,4,3,4,4,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,nutrition
laurendrainfit,Άντρας,28,1,2,2,5,1,5,3,2,2,1,Όχι,έχει ωραίο lifestyle,body_building
yoga_girl,Άντρας,28,5,2,5,4,3,3,1,3,3,4,Ναι,έχει ωραίο σώμα;έχει ωραίο lifestyle,yoga
joeyswoll,Άντρας,28,2,2,2,4,4,5,4,3,2,1,Όχι,έχει ωραίο lifestyle,body_building
brittnebabe,Άντρας,28,3,2,2,4,3,4,3,2,2,1,Όχι,έχει ωραίο lifestyle,body_building
dustinpoirier,Άντρας,28,4,2,2,3,4,4,4,3,3,1,Όχι,έχει ωραίο σώμα,athlete
movewithnicole,Γυναίκα,29,5,5,4,3,2,3,2,4,5,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,yoga
junglejohanna,Γυναίκα,29,2,2,2,3,4,4,3,2,2,2,Όχι,έχει ωραίο lifestyle,yoga
melissawoodhealth,Γυναίκα,29,3,3,3,4,4,4,3,3,3,3,Ναι,έχει ωραίο lifestyle,yoga
lisahubbardpilates,Γυναίκα,29,4,4,4,3,5,3,3,5,4,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,pilates
lamise,Γυναίκα,29,4,5,4,3,2,2,2,5,5,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,yoga
joshkrameryoga,Γυναίκα,29,4,4,4,3,2,3,2,5,4,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,yoga
chelseasyoga,Γυναίκα,29,5,5,5,3,2,3,2,5,5,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,yoga
sylviaroberts_pilates,Γυναίκα,29,5,5,5,4,2,3,2,5,5,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,pilates
blogilates,Γυναίκα,29,3,2,2,2,4,4,3,2,2,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,pilates
marillewellyn,Άντρας,24,5,5,5,5,2,1,1,5,3,2,Όχι,έχει ωραίο σώμα,nutrition
massy.arias,Άντρας,24,4,4,4,5,3,3,1,5,3,1,Όχι,έχει ωραίο σώμα,body_building
max.lowery,Άντρας,24,5,5,5,5,1,1,1,5,5,3,Ναι,αναρτά ενδιαφέρον περιεχόμενο,body_building
mistyonpointe,Άντρας,24,3,5,5,5,2,3,3,5,3,3,Όχι,έχει ωραίο σώμα,dance
nez__healthhub,Άντρας,24,5,5,5,5,1,1,2,5,3,3,Ναι,αναρτά ενδιαφέρον περιεχόμενο,nutrition
nuttyfoodiefitness,Άντρας,24,1,4,2,5,1,5,5,3,2,1,Όχι,έχει ωραίο σώμα,body_building
rahkigiovanni,Άντρας,24,1,1,1,5,5,5,5,1,1,1,Όχι,0,fitness_model
richtidmarsh,Άντρας,24,3,3,3,5,5,4,2,3,4,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,body_building
rossedgley,Άντρας,24,1,4,1,5,5,5,5,3,2,2,Όχι,0,athlete
shona_vertue,Άντρας,24,5,5,5,5,1,1,1,5,5,5,Ναι,έχει ωραίο σώμα,yoga
kerispilatesroom,Γυναίκα,29,4,4,3,4,3,4,3,4,4,3,Ναι,αναρτά ενδιαφέρον περιεχόμενο,pilates
willdabeast__,Γυναίκα,29,2,2,3,2,4,3,3,2,2,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
cassiepearlt,Γυναίκα,33,4,4,4,4,1,3,1,4,4,3,Ναι,αναρτά ενδιαφέρον περιεχόμενο,dance
amymarie,Γυναίκα,29,3,3,3,3,4,3,3,3,3,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
katieboren1,Γυναίκα,29,4,4,4,3,2,3,2,4,4,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,dance
cassiepearlt,Γυναίκα,29,4,4,3,3,3,3,3,3,3,3,Ναι,αναρτά ενδιαφέρον περιεχόμενο,dance
nuttyfoodiefitness,Γυναίκα,22,5,2,4,2,3,4,3,4,3,2,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
rahkigiovanni,Γυναίκα,22,1,1,1,2,4,5,4,1,1,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,fitness_model
richtidmarsh,Γυναίκα,22,5,4,5,3,1,2,2,5,5,5,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;έχει ωραίο σώμα;έχει ωραίο lifestyle,body_building
rossedgley,Γυναίκα,22,4,3,3,5,3,4,3,4,4,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;έχει ωραίο σώμα;έχει ωραίο lifestyle,athlete
shona_vertue,Γυναίκα,22,5,3,4,2,3,1,1,4,4,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;έχει ωραίο σώμα,yoga
susanniebergallfitness,Γυναίκα,22,4,3,4,1,3,1,2,4,4,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
syattfitness,Γυναίκα,22,4,3,4,2,3,2,2,4,4,3,Ναι,αναρτά ενδιαφέρον περιεχόμενο,nutrition
tallyrye,Γυναίκα,22,5,4,4,4,2,2,2,3,4,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,nutrition
thedailykelsey,Γυναίκα,22,5,4,4,4,1,1,1,5,5,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;έχει ωραίο σώμα;έχει ωραίο lifestyle,body_building
thesamplan,Γυναίκα,22,5,3,4,3,3,2,2,3,3,2,Όχι,έχει ωραίο lifestyle;αναρτά ενδιαφέρον περιεχόμενο,nutrition
london_fitness_guy,Άντρας,24,4,3,4,4,2,4,3,4,3,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
amandalacount,Γυναίκα,26,4,1,2,3,3,3,2,3,1,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
amandalacount,Γυναίκα,26,4,2,4,5,4,3,2,3,2,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
anacheri,Άντρας,23,5,3,3,5,3,4,4,3,3,3,Ναι,έχει ωραίο σώμα,fitness_model
marillewellyn,Άντρας,23,4,2,3,5,4,4,2,2,2,4,Ναι,έχει ωραίο σώμα;έχει ωραίο lifestyle,nutrition
shona_vertue,Άντρας,23,3,3,5,1,2,3,5,4,5,2,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,yoga
rossedgley,Άντρας,23,2,2,1,4,3,4,5,3,5,1,Ναι,έχει ωραίο lifestyle,athlete
massy.arias,Άντρας,24,4,4,4,2,2,2,3,4,5,1,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
susanniebergallfitness,Άντρας,24,2,3,3,5,2,3,3,2,1,4,Όχι,αναρτά ενδιαφέρον περιεχόμενο,body_building
max.lowery,Άντρας,24,4,5,5,2,1,4,2,5,4,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
mistyonpointe,Άντρας;Γυναίκα,23,4,3,4,4,4,3,1,4,3,4,Όχι,έχει ωραίο σώμα,dance
syattfitness,Άντρας,23,3,3,1,4,3,4,3,4,3,2,Όχι,έχει ωραίο lifestyle,nutrition
nez__healthhub,Άντρας,24,4,4,4,3,2,1,5,5,1,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,nutrition
tallyrye,Άντρας,24,5,3,3,3,4,1,4,2,5,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,nutrition
nuttyfoodiefitness,Άντρας;Γυναίκα,24,4,4,2,5,2,3,3,5,2,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;έχει ωραίο σώμα,body_building
tallyrye,Άντρας,25,5,4,5,5,2,2,1,4,4,2,Ναι,αναρτά ενδιαφέρον περιεχόμενο,nutrition
rahkigiovanni,Άντρας,24,4,3,4,5,2,4,4,4,2,3,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,fitness_model
tallyrye,Άντρας,25,5,4,5,5,2,2,1,4,4,3,Ναι,αναρτά ενδιαφέρον περιεχόμενο,nutrition
richtidmarsh,Άντρας,23,4,3,4,1,1,2,3,2,2,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
thedailykelsey,Άντρας,25,5,5,5,5,1,3,1,5,5,3,Ναι,έχει ωραίο σώμα,body_building
thesamplan,Άντρας,25,4,3,4,5,2,1,2,3,3,3,Ναι,αναρτά ενδιαφέρον περιεχόμενο,nutrition
rossedgley,Άντρας,24,4,4,3,2,2,3,2,4,3,4,Ναι,έχει ωραίο σώμα,athlete
shona_vertue,Άντρας,24,4,3,4,3,4,3,4,3,4,3,Όχι,έχει ωραίο σώμα;έχει ωραίο lifestyle,yoga
susanniebergallfitness,Άντρας,24,4,3,4,3,3,4,2,4,3,4,Όχι,έχει ωραίο lifestyle;αναρτά ενδιαφέρον περιεχόμενο,body_building
trapyogabae,Άντρας,26,4,5,4,3,3,1,2,3,3,4,Ναι,αναρτά ενδιαφέρον περιεχόμενο,yoga
syattfitness,Άντρας,23,4,4,2,4,3,4,4,2,4,3,Ναι,έχει ωραίο σώμα,nutrition
wellness_ed,Άντρας,25,5,4,4,5,3,2,1,3,3,3,Όχι,αναρτά ενδιαφέρον περιεχόμενο,fitness_model
tallyrye,Άντρας,24,5,2,4,3,4,3,2,5,2,5,Ναι,έχει ωραίο lifestyle,nutrition
thedailykelsey,Άντρας,23,4,3,2,3,2,2,2,5,3,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
thesamplan,Άντρας,24,4,2,3,2,2,3,3,2,3,3,Όχι,αναρτά ενδιαφέρον περιεχόμενο,nutrition
trapyogabae,Άντρας,23,3,2,4,3,2,2,2,4,4,5,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,yoga
wellness_ed,Άντρας,24,4,3,2,4,2,5,3,4,2,3,Όχι,έχει ωραίο σώμα,fitness_model
nez__healthhub,Άντρας,25,4,3,2,4,4,4,4,3,4,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,nutrition
mistyonpointe,Άντρας,25,5,3,4,2,2,3,3,5,2,3,Όχι,έχει ωραίο σώμα,dance
kelseywells,Άντρας,25,5,3,3,4,2,3,2,5,5,3,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;έχει ωραίο σώμα,body_building
kayla_itsines,Άντρας,25,5,4,5,1,1,3,3,5,5,3,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
emrickettz,Άντρας,25,3,3,1,1,1,4,4,3,3,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
nez__healthhub,Άντρας,29,4,3,4,2,5,3,2,3,4,5,Ναι,έχει ωραίο σώμα;έχει ωραίο lifestyle,nutrition
mistyonpointe,Άντρας,29,5,3,1,2,4,4,3,4,4,4,Ναι,αναρτά ενδιαφέρον περιεχόμενο,dance
kelseywells,Άντρας,29,3,3,4,4,2,2,3,3,3,4,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
kayla_itsines,Άντρας,29,4,4,3,2,2,4,3,4,4,4,Ναι,έχει ωραίο σώμα;έχει ωραίο lifestyle,body_building
emrickettz,Άντρας,29,4,3,3,3,3,4,3,4,4,4,Όχι,αναρτά ενδιαφέρον περιεχόμενο,body_building
chontelduncan,Άντρας,29,4,4,3,2,3,4,3,3,3,3,Όχι,έχει ωραίο lifestyle,body_building
cartergood,Άντρας,29,3,4,4,3,2,3,2,3,3,3,Όχι,έχει ωραίο σώμα,nutrition
bradleysimmonds,Άντρας,29,4,4,4,2,2,3,3,4,4,4,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;έχει ωραίο σώμα;έχει ωραίο lifestyle;αναρτά ενδιαφέρον περιεχόμενο,body_building
biolayne,Άντρας,29,2,2,3,2,4,4,4,3,2,2,Όχι,έχει ωραίο σώμα,nutrition
chontelduncan,Άντρας,25,3,3,4,5,2,2,1,4,5,3,Ναι,έχει ωραίο σώμα,body_building
cartergood,Άντρας,25,3,3,4,3,2,1,2,3,3,3,Όχι,αναρτά ενδιαφέρον περιεχόμενο,nutrition
bradleysimmonds,Άντρας,25,3,3,4,3,4,2,1,5,5,3,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,body_building
biolayne,Άντρας,25,4,5,4,3,3,2,1,4,4,3,Ναι,αναρτά ενδιαφέρον περιεχόμενο,nutrition
anacheri,Άντρας,25,5,5,5,5,2,4,2,4,3,3,Ναι,έχει ωραίο σώμα,fitness_model
movewithnicole,Γυναίκα,28,4,3,4,3,1,3,2,4,4,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,yoga
melissawoodhealth,Γυναίκα,26,3,2,4,4,3,3,2,3,3,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,yoga
colleensaidman,Γυναίκα,26,3,1,4,5,5,3,2,2,2,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,yoga
wundabarpilates,Γυναίκα,26,3,1,4,2,2,2,2,4,3,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,pilates
jennyredfordpilates,Γυναίκα,26,4,3,4,2,1,2,1,5,4,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,pilates
fluidformpilates,Γυναίκα,26,4,2,4,4,3,3,2,4,4,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,pilates
lisahubbardpilates,Γυναίκα,26,2,2,3,2,2,5,2,4,3,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,pilates
blogilates,Γυναίκα,26,5,3,4,4,4,3,2,4,4,3,Ναι,έχει ωραίο lifestyle;αναρτά ενδιαφέρον περιεχόμενο,pilates
pilates949,Γυναίκα,26,4,2,4,1,1,2,2,5,5,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,pilates
willdabeast__,Γυναίκα,26,4,2,3,2,4,2,4,3,3,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
cassiepearlt,Γυναίκα,26,4,4,4,1,3,2,2,4,4,1,Ναι,αναρτά ενδιαφέρον περιεχόμενο,dance
jennyfrancis23,Γυναίκα,28,4,1,4,1,1,2,2,4,4,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
rossedgley,Άντρας,27,2,2,3,2,4,4,3,3,3,1,Όχι,έχει ωραίο lifestyle,athlete
diaryofafitmommyofficial,Γυναίκα,24,3,3,3,2,2,2,2,3,3,2,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
marillewellyn,Γυναίκα,28,4,3,4,4,3,4,2,3,2,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,nutrition
syattfitness,Άντρας,27,5,4,4,3,2,3,2,4,4,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,nutrition
thesamplan,Άντρας,27,3,3,3,4,4,4,3,2,2,1,Όχι,έχει ωραίο lifestyle,nutrition
mistyonpointe,Γυναίκα,24,3,4,4,3,3,2,2,3,3,2,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
helms3dmj,Γυναίκα,28,3,2,4,1,1,3,2,4,3,1,Όχι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
shona_vertue,Άντρας,27,4,4,4,2,4,2,2,5,5,2,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του;αναρτά ενδιαφέρον περιεχόμενο,yoga
emrickettz,Γυναίκα,28,4,2,4,1,1,2,2,5,4,1,Ναι,θέλω να ενημερώνομαι και να ακολουθώ το πρόγραμμα γυμναστικής / συμβουλές του,body_building
nez__healthhub,Γυναίκα,24,2,3,2,3,3,2,4,3,2,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,nutrition
rahkigiovanni,Γυναίκα,24,2,2,2,3,3,4,4,2,1,1,Όχι,απαπαπα,fitness_model
faisalpmafitness,Άντρας,23,3,3,3,3,2,3,2,3,3,2,Όχι,έχει ωραίο σώμα,body_building
fitgurlmel,Άντρας,23,3,3,3,4,2,4,2,3,2,2,Όχι,έχει ωραίο σώμα,fitness_model
cartergood,Άντρας,23,3,4,4,2,1,2,2,4,3,3,Ναι,αναρτά ενδιαφέρον περιεχόμενο,nutrition
kelseywells,Άντρας,23,4,3,4,3,2,3,2,3,3,4,Ναι,έχει ωραίο σώμα;έχει ωραίο lifestyle,body_building
biolayne,Άντρας,23,3,3,3,4,2,3,3,5,4,3,Ναι,έχει ωραίο σώμα;αναρτά ενδιαφέρον περιεχόμενο,nutrition
willdabeast__,Γυναίκα,28,2,2,1,4,4,2,4,2,1,1,Όχι,οχι οχι,dance
amandalacount,Γυναίκα,28,3,3,3,3,2,4,2,3,2,1,Όχι,αναρτά ενδιαφέρον περιεχόμενο,dance
Kayla_itsines,Γυναίκα,19,4,5,4,5,3,1,2,4,4,2,Ναι,αναρτά ενδιαφέρον περιεχόμενο,body_building
Tavicastro,Γυναίκα,18,4,4,4,5,2,1,1,5,4,2,Ναι,έχει ωραίο lifestyle,body_building